정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
을왕리해수욕장,35009,5233,574,5233,574,0,193
을왕리해수욕장,35010,1651,6187,1647,6187,4,261
을왕리해수욕장.더위크앤리조트,35015,2448,591,2448,591,0,101
을왕리해수욕장.더위크앤리조트,35016,776,2444,776,2444,0,107
읍내리마을회관입구,90032,1,60,1,60,0,2
읍내리마을회관입구,90033,52,0,51,0,1,1
응곡,43696,40,36,40,36,0,2
응곡,43749,23,40,22,40,1,2
이강리방앗간,43691,115,7,111,7,4,4
이강리방앗간,43832,10,179,10,179,0,6
이건창생가,43145,33,3,32,3,1,1
이건창생가,43434,10,67,10,67,0,2
이곡촌,90444,6,51,6,51,0,1
이규보묘입구,90065,107,25,106,25,1,4
이규보묘입구,90389,30,114,30,114,0,4
이대역,22015,4607,39,4607,39,0,154
이대역,22057,2964,27,2964,27,0,99
이대역,23036,39,5691,39,5691,0,191
이마트,41122,4243,17475,4243,17475,0,723
이마트,41125,25458,9025,25454,9025,4,1149
이마트송림점,36098,5236,7343,5235,7343,1,419
이마트송림점,36100,7363,4411,7363,4411,0,392
이안송도,38409,24487,7658,24487,7658,0,1071
이영화학,39644,2452,907,2452,907,0,111
이음1로.모아미래도엘리트파크,89514,1306,1321,1306,1321,0,87
이음1로.예미지더시그너스,89513,3696,1649,3696,1649,0,178
이음2로.디에트르더펠리체,89509,1357,212,1357,212,0,52
이음2로.파라곤센트럴파크,89510,198,1632,198,1632,0,61
이음5로.금호어울림센트럴,89433,1614,6260,1614,6260,0,262
이음5로.우미린더시그니처,89432,6409,3028,6409,3028,0,314
이음대로.대성베르힐,89440,18366,3099,18364,3099,2,715
이음대로.대성베르힐,89441,3394,25295,3394,25295,0,956
이음대로.디에트르더펠리체,89438,9295,1983,9290,1983,5,375
이음대로.호반써밋,89439,4087,12112,4084,12112,3,539
이촌,43312,0,2,0,2,0,0
이촌,43768,6,0,6,0,0,0
이토상가,39196,7852,1802,7852,1802,0,321
이현(이강리교회),43661,6,150,6,150,0,5
이현(이강리교회),43690,169,12,155,12,14,6
이화1동입구,41487,133,149,133,149,0,9
이화1동입구,41506,76,4,76,4,0,2
이화2동마을회관,41484,7,8,7,8,0,0
이화2동마을회관,41504,106,105,106,105,0,7
이화2동회차지,41486,14,32,14,32,0,1
이화교회앞,41489,32,30,32,30,0,2
이화동노인정,41490,71,22,71,22,0,3
이화동다리,41479,86,282,86,282,0,12
이화동다리,41516,326,9,326,9,0,11
이화정미소,90445,1,24,1,24,0,0
이화진등마을경로당,41601,50,72,50,72,0,4
인고앞,37318,3791,6879,3791,6879,0,355
인고앞,37338,7480,4272,7478,4272,2,391
인고체육관,37305,9539,4990,9539,4990,0,484
인고체육관,37309,5769,7008,5769,7008,0,425
인내마을,90181,17,13,17,13,0,1
인내마을,90182,15,6,15,6,0,0
인명여자고등학교,37199,33502,4437,33501,4437,1,1264
인명여자고등학교,37205,9477,45099,9477,45099,0,1819
인사리군부대앞,90268,17,36,17,36,0,1
인사리군부대앞,90270,20,1,20,1,0,0
인사리마을회관,90267,0,16,0,16,0,0
인사리마을회관,90271,20,5,20,5,0,0
인사리우무렛골,90266,1,18,1,18,0,0
인사리인현경로당앞,90269,29,34,29,34,0,2
인사리지석교회,90272,3,5,3,5,0,0
인산저수지,43354,132,85,131,85,1,7
인산저수지,43575,42,93,42,93,0,4
인삼농협앞,80305,60,267,60,267,0,10
인삼농협앞,80306,401,24,398,24,3,14
인성여자고등학교,35793,97,851,97,851,0,31
인성여자고등학교,35808,22,437,22,437,0,15
인송빌라,40241,2082,21,2082,21,0,70
인수초등학교,39386,10715,9829,10715,9829,0,684
인수초등학교,39392,14654,13182,14654,13182,0,927
인스파이어리조트,35899,238,1134,238,1134,0,45
인스파이어리조트,35900,737,226,737,226,0,32
인스파이어리조트주차장,35901,112,364,112,364,0,15
인스파이어리조트주차장,35902,258,216,258,216,0,15
인아교회,35091,978,168,978,168,0,38
인아교회,35094,242,993,242,993,0,41
인재개발원,42281,1325,2361,1325,2361,0,122
인재개발원,42282,2445,1222,2442,1222,3,122
인제고등학교,39548,460,1560,458,1560,2,67
인천가정법원.인천지방법원등기국,37405,10175,13347,10164,13347,11,784
인천가정법원.인천지방법원등기국,37409,25048,22470,25032,22470,16,1583
인천가족공원입구,39493,630,574,630,574,0,40
인천가족공원입구,39495,961,1778,961,1778,0,91
인천가족공원입구,92059,1900,1429,1898,1429,2,110
인천가톨릭대학교,39931,3405,1809,3405,1809,0,173
인천가톨릭대학교(카펠라관),38778,101,25,101,25,0,4
인천경로당앞,90226,79,20,77,20,2,3
인천경로당앞,90227,11,12,10,12,1,0
인천경연초중학교,89347,82,354,82,354,0,14
인천골프백화점·삼익제약,40556,4894,1817,4867,1817,27,223
인천골프백화점·삼익제약,40561,2977,806,2977,806,0,126
인천공항T1(1층13B),35205,39701,399,39701,399,0,1336
인천공항T1(1층2A),35344,46988,2639,46988,2639,0,1654
인천공항T1(1층2B),35202,25547,4916,25547,4916,0,1015
인천공항T1(3층13번),35556,2808,18862,2808,18862,0,722
인천공항T1(3층14번),35753,4047,7214,4047,7214,0,375
인천공항T1(3층2번),35032,3995,47750,3995,47750,0,1724
인천공항T1(3층6번),35752,9335,20771,9335,20771,0,1003
인천공항T1(3층7번),35203,15302,55114,15302,55114,0,2347
인천공항T1-3층,35325,1,13,1,13,0,0
인천공항T1장기주차장,35895,41,1,41,1,0,1
인천공항T1장기주차장,35896,0,1,0,1,0,0
인천공항T2(11)번출입구(3층),35615,11939,7676,11939,7676,0,653
인천공항T2(3)A(1층),35618,18529,41,18529,41,0,619
인천공항T2(3)번출입구(3층),35614,6224,33633,6224,33633,0,1328
인천공항T2(8)B(1층),35619,5185,77,5185,77,0,175
인천공항T2-3층,35611,32,40,32,40,0,2
인천공항T2-B1층,35612,348,1,348,1,0,11
인천공항전망대,35365,4,68,4,68,0,2
인천공항전망대,35366,63,7,63,7,0,2
인천공항충전소입구,35757,38,208,38,208,0,8
인천공항충전소입구,35758,135,11,135,11,0,4
인천과학예술영재학교,38579,211,114,211,114,0,10
인천과학예술영재학교,38580,55,727,55,727,0,26
인천광역시종합건설본부,37325,7570,5579,7570,5579,0,438
인천교(인천기계산업단지),37449,1057,769,1056,769,1,60
인천교(인천기계산업단지),37451,402,1337,398,1337,4,57
인천교삼거리,37453,1776,4208,1767,4208,9,199
인천교삼거리(인천기계산업단지),37452,1398,1155,1390,1155,8,85
인천교통공사,40032,38348,32706,38322,32706,26,2368
인천교회,38676,2944,5319,2943,5319,1,275
인천국민안전체험관,42233,166,903,166,903,0,35
인천국민안전체험관(북측),89516,256,302,256,302,0,18
인천국민안전체험관(북측),89517,101,459,101,459,0,18
인천국제공항,35613,3,0,3,0,0,0
인천국제수산물타운,35815,12,1565,12,1565,0,52
인천국제수산물타운,35816,830,69,826,69,4,29
인천그랜드컨트리클럽,42954,71,957,71,957,0,34
인천그랜드컨트리클럽,42958,5,21,5,21,0,0
인천글로벌캠퍼스,39850,2548,2376,2548,2376,0,164
인천글로벌캠퍼스,39858,2750,2342,2750,2342,0,169
인천기계공고,37272,17940,6822,17940,6822,0,825
인천기계공고,37281,4054,11977,4054,11977,0,534
인천기계산업단지,37579,754,42,754,42,0,26
인천기계산업단지,37580,0,758,0,758,0,25
인천기독병원,35785,304,442,304,442,0,24
인천기독병원,35803,33,117,33,117,0,5
인천나비공원,40849,4453,5587,4392,5587,61,334
인천나비공원,40926,59,10,59,10,0,2
인천남동우체국,39630,7871,7637,7867,7637,4,516
인천남부초.힐스테이트푸르지오,37275,12792,14384,12788,14384,4,905
인천논현역앞,39658,13217,17261,13215,17261,2,1015
인천논현역앞,39659,15985,10078,15983,10078,2,868
인천논현중학교,92060,180,1716,178,1716,2,63
인천논현중학교,92061,533,150,528,150,5,22
인천논현중학교,92062,919,116,913,116,6,34
인천대검도수련원,43456,0,31,0,31,0,1
인천대검도수련원,43695,61,2,61,2,0,2
인천대공원,39471,8250,1339,8250,1339,0,319
인천대공원,39478,5450,12175,5449,12175,1,587
인천대공원역,39395,9161,2414,9161,2414,0,385
인천대공원역,39398,128,2256,128,2256,0,79
인천대공원후문(장수동),39442,6706,4016,6706,4016,0,357
인천대입구역,38395,61945,20529,61936,20529,9,2749
인천대입구역,38396,19618,69581,19611,69581,7,2973
인천대입구역.롯데몰,38646,6403,5372,6403,5372,0,392
인천대입구역.롯데몰,38649,3487,2745,3485,2745,2,207
인천대정문,38385,22891,765,22889,765,2,788
인천대정문,38386,1392,20880,1392,20880,0,742
인천대학교공과대학,38376,299,8246,299,8246,0,284
인천대학교공과대학,38377,24023,168,23992,168,31,806
인천대학교공과대학,38499,162,15348,117,15348,45,517
인천대학교북문,38760,5,1238,5,1238,0,41
인천대학교북문,38750,381,81,381,81,0,15
인천대학교송도캠퍼스,38749,25199,3805,25195,3805,4,966
인천대학교송도캠퍼스,38761,18,10679,18,10679,0,356
인천대학교자연과학대학,38375,198,15293,198,15293,0,516
인천대학교자연과학대학,38378,24260,95,24256,95,4,811
인천도시공사,92078,28,20,28,20,0,1
인천동수중학교,40123,15531,2443,15524,2443,7,599
인천마전도서관,42556,15,1137,15,1137,0,38
인천만수고등학교,39680,1885,1962,1885,1962,0,128
인천만수고등학교,39681,2370,2122,2370,2122,0,149
인천미래생활고등학교,40470,3953,4261,3953,4261,0,273
인천미래생활고등학교,40474,4770,5084,4770,5084,0,328
인천미래생활고등학교,40483,866,1947,866,1947,0,93
인천미래생활고등학교,55032,2685,1254,2685,1254,0,131
인천박문초등학교,38608,348,175,348,175,0,17
인천박문초등학교,38609,155,527,155,527,0,22
인천반도체고등학교,35175,2628,3449,2628,3449,0,202
인천반도체고등학교,35183,4977,2178,4973,2178,4,238
인천반도체고등학교,35800,4,56,4,56,0,2
인천반도체고등학교,36002,2676,4914,2673,4914,3,253
인천보건고등학교,42144,2686,4665,2684,4665,2,245
인천보건고등학교,42146,5645,3631,5630,3631,15,309
인천부흥고등학교,40279,1312,615,1312,615,0,64
인천북항관공선부두,89195,64,1303,64,1303,0,45
인천북항관공선부두,89196,635,44,635,44,0,22
인천북항부두운영시설,42953,5,379,5,379,0,12
인천북항부두운영시설,42959,552,26,552,26,0,19
인천뷰티예술고등학교,38052,3580,3865,3576,3865,4,248
인천뷰티예술고등학교,38053,6200,3149,6199,3149,1,311
인천비즈니스고등학교,37421,4225,3790,4222,3790,3,267
인천비즈니스고등학교,37423,5220,5681,5217,5681,3,363
인천비즈니스고등학교,37614,7374,2651,7372,2651,2,334
인천비지니스고등학교,37615,325,2362,325,2362,0,89
인천상공회의소,92041,74,18,74,18,0,3
인천서곶초등학교,89355,521,2,520,2,1,17
인천서곶초등학교,89358,2,966,2,966,0,32
인천서부교육지원청,42336,1210,688,1210,688,0,63
인천서부교육지원청,42337,717,1664,717,1664,0,79
인천서부여성회관,42131,2241,1514,2226,1514,15,125
인천서부여성회관,42134,3985,5215,3969,5215,16,306
인천서창동우체국,39820,5907,10275,5907,10275,0,539
인천서창동우체국,39821,9353,2445,9353,2445,0,393
인천서창중학교,39767,5601,5600,5601,5600,0,373
인천서창중학교,39875,7771,3271,7771,3271,0,368
인천성모병원정문,40844,8114,8339,8109,8339,5,548
인천성모병원정문,40857,8712,7140,8709,7140,3,528
인천성모병원종점지주차장,40919,115,4845,115,4845,0,165
인천성모병원후문,40138,1528,7336,1528,7336,0,295
인천성모병원후문,40139,4535,2027,4535,2027,0,218
인천세관통합검사센터(동측),38774,16,1190,16,1190,0,40
인천세관통합검사센터(동측),38775,358,101,358,101,0,15
인천세관통합검사센터(서측),38772,557,566,557,566,0,37
인천세관통합검사센터(서측),38773,65,1015,65,1015,0,36
인천세무서후문,36179,18,222,18,222,0,8
인천소방본부,37189,6028,9699,6018,9699,10,524
인천소방본부,37191,13383,5693,13373,5693,10,635
인천소방항공대,35809,184,11,184,11,0,6
인천소방항공대,35810,12,347,12,347,0,11
인천송도꿈유치원,38622,5453,90,5453,90,0,184
인천송도꿈유치원,38623,14,5564,14,5564,0,185
인천송일초등학교,38558,692,1594,692,1594,0,76
인천송일초등학교,38575,1431,1552,1430,1552,1,99
인천수산물센터,35069,7860,7051,7811,7051,49,497
인천스타트업파크,38390,2323,913,2323,913,0,107
인천스타트업파크,38394,1287,3545,1287,3545,0,161
인천시청후문,39290,12721,9511,12714,9511,7,741
인천시청후문,39292,11394,12432,11385,12432,9,794
인천아라중학교,89556,399,600,399,600,0,33
인천아라중학교,89557,472,428,472,428,0,30
인천아시아드주경기장(동문),89354,854,14,838,14,16,28
인천아시아드주경기장(동문),89359,73,1311,72,1311,1,46
인천아시아드테니스장,89356,658,10,653,10,5,22
인천아시아드테니스장,89357,9,830,9,830,0,27
인천여객터미널,89155,1,224,1,224,0,7
인천여자고등학교,38287,9149,8158,9149,8158,0,576
인천여자고등학교,38289,4760,5248,4760,5248,0,333
인천여자상업고등학교,35139,421,2514,421,2514,0,97
인천여자상업고등학교·이마트,35141,9509,3184,9500,3184,9,423
인천역(차이나타운),35178,31841,23114,31826,23114,15,1831
인천역(차이나타운),35179,26972,30041,26960,30041,12,1900
인천연세병원,42310,2010,2553,2010,2553,0,152
인천연합의원,42601,2157,3856,2156,3856,1,200
인천예림학교(인천성모병원),40819,4927,5975,4925,5975,2,363
인천예림학교(인천성모병원),40820,6931,4216,6930,4216,1,371
인천예술고등학교,39332,836,550,832,550,4,46
인천예술고등학교,39533,584,618,578,618,6,40
인천옹진농협본점,35555,7393,4376,7387,4376,6,392
인천옹진농협본점,35797,1214,2290,1213,2290,1,116
인천외국어마을,89436,323,1429,285,1429,38,58
인천외국어마을·파라곤센트럴,89437,7108,1802,7090,1802,18,297
인천용학초등학교,37676,3078,18,3078,18,0,103
인천의료원,36093,694,4696,694,4696,0,179
인천의료원,36107,14160,8871,14147,8871,13,767
인천의료원,36108,9237,12279,9231,12279,6,717
인천의료원,37458,4792,935,4790,935,2,190
인천이음중학교,89456,771,823,771,823,0,53
인천이음초등학교,89399,4850,497,4850,497,0,178
인천이음초등학교,89400,1704,2983,1704,2983,0,156
인천인력개발원,39071,1347,781,1347,781,0,70
인천인력개발원,39072,729,1675,729,1675,0,80
인천적십자병원(풍림아파트),38240,3617,5187,3617,5187,0,293
인천적십자병원(풍림아파트),38339,5935,4950,5935,4950,0,362
인천종합수산물센터,35074,3808,298,3769,298,39,136
인천준법지원센터·미추홀트루엘파크,37147,1004,339,1004,339,0,44
인천준법지원센터·미추홀트루엘파크,37148,210,1029,210,1029,0,41
인천지방법원,37096,4701,6044,4635,6044,66,358
인천지방법원북부지원입구,89434,393,753,393,753,0,38
인천지방법원북부지원입구,89435,95,2290,95,2290,0,79
인천지방중소기업청입구,39087,3079,1487,3079,1487,0,152
인천체육고등학교,42930,718,62,718,62,0,26
인천체육고등학교,89233,338,562,338,562,0,30
인천체육고등학교입구,89048,99,84,99,84,0,6
인천체육고등학교입구,89049,19,217,19,217,0,7
인천축구전용경기장,36184,106,10,106,10,0,3
인천축구전용경기장,37286,2337,2421,2335,2421,2,158
인천축구전용경기장,37303,4122,1712,4120,1712,2,194
인천축구전용경기장(서희스타힐스),37558,529,2480,529,2480,0,100
인천축산농협,40454,506,907,506,907,0,47
인천축산물시장,42010,1330,1027,1330,1027,0,78
인천축산물시장,42011,945,1185,945,1185,0,71
인천출입국·외국인청,35127,14263,1942,14243,1942,20,540
인천출입국·외국인청,35129,1281,11583,1273,11583,8,428
인천터미널,37215,1982,2461,1982,2461,0,148
인천터미널사거리입구,39194,1175,4912,1175,4912,0,202
인천터미널역,37648,581,37,581,37,0,20
인천테크노밸리U1센터,40605,6180,7971,6177,7971,3,471
인천테크노밸리U1센터,40607,9220,6213,9219,6213,1,514
인천포스코고등학교,38758,12,979,12,979,0,33
인천포스코고등학교,38759,587,728,587,728,0,43
인천푸른빛유치원,89376,1473,130,1473,130,0,53
인천푸른빛유치원,89377,277,1656,277,1656,0,64
인천항신국제여객터미널(송도방향),38652,2251,823,2248,823,3,102
인천항신국제여객터미널(아암3교방향),38662,912,2008,912,2008,0,97
인천해든초등학교,89410,4318,2372,4318,2372,0,223
인천해든초등학교,89411,3653,2433,3653,2433,0,202
인천해양경찰서,89537,1170,1202,1170,1202,0,79
인천해양경찰서,89538,967,2969,967,2969,0,131
인천해양과학고,38120,1990,1253,1990,1253,0,108
인천해양과학고,38566,527,671,527,671,0,39
인천향교.인천도호부청사,37124,4153,11689,4152,11689,1,528
인천향교.인천도호부청사,37125,8021,1501,8013,1501,8,317
인천향교유림회관,37059,12520,4337,12519,4337,1,561
인천향교유림회관,37062,8412,13422,8412,13422,0,727
인천힘찬종합병원,39628,5960,4504,5956,4504,4,348
인천힘찬종합병원,39629,4500,4939,4499,4939,1,314
인평자동차고,40149,15646,18199,15646,18199,0,1128
인평자동차고,40151,1317,650,1317,650,0,65
인평자동차고,40152,341,995,341,995,0,44
인평자동차고,40787,18962,12388,18961,12388,1,1045
인하국제의료센터,35643,0,2,0,2,0,0
인하대병원,35119,5621,3136,5616,3136,5,291
인하대병원,35121,4192,1797,4189,1797,3,199
인하대병원,35486,10589,7678,10589,7678,0,608
인하대병원입구,35846,7280,13372,7262,13372,18,688
인하대역,37596,21,8499,21,8499,0,284
인하대역(1번출구),37066,77965,79042,77928,79042,37,5233
인하대역(7번출구),37091,105697,77319,105680,77319,17,6100
인하대역3번출구,37127,4768,20154,4763,20154,5,830
인하대역4번출구,37122,16819,6684,16809,6684,10,783
인하대정문,37099,19844,9598,19843,9598,1,981
인하대정문,37104,10751,21098,10745,21098,6,1061
인하대후문,37165,57474,4738,57474,4738,0,2073
인하대후문,37166,7277,3094,7274,3094,3,345
인하대후문,37167,13161,62770,13157,62770,4,2531
인향아파트,40557,7817,577,7817,577,0,279
인향아파트,40559,485,6472,485,6472,0,231
인향아파트,41464,2648,124,2646,124,2,92
인향아파트,41465,50,5603,22,5603,28,188
인혜학교후문(원욱그린타운),41473,302,508,302,508,0,27
인혜학교후문(원욱그린타운),41518,566,1088,566,1088,0,55
인화1리마을회관,90210,2,7,2,7,0,0
인화1리마을회관,90211,20,10,20,10,0,1
인화리종점,43473,65,37,56,37,9,3
인화성입구,90063,1,38,1,38,0,1
인화성입구,90064,10,1,8,1,2,0
인화여고,37547,4622,4395,4620,4395,2,300
인화여고,37548,9065,12928,9061,12928,4,733
일동제약 사거리,22291,6,875,6,875,0,29
일신동행정복지센터,40200,6535,3505,6531,3505,4,334
일신동행정복지센터,40205,66,1891,65,1891,1,65
일신동행정복지센터,40220,2575,2729,2575,2729,0,176
일신시장,40207,3840,5067,3835,5067,5,296
일신시장,40210,4349,2372,4342,2372,7,224
일신주공,40866,538,1032,538,1032,0,52
일신주공109동,40868,6573,4193,6573,4193,0,358
임광그대가.서창자이아파트,39514,3144,1824,3144,1824,0,165
임광그대가.서창자이아파트,39515,257,3955,257,3955,0,140
임광그대가103동,92025,3843,3501,3843,3501,0,244
임송촌,43423,11,3,9,3,2,0
임송촌,43802,66,76,64,76,2,4
임학사거리,41283,594,1795,594,1795,0,79
임학역,41290,13136,21496,13136,21496,0,1154
임학역,41292,21959,13445,21959,13445,0,1180
임학지하차도앞사거리,41287,17,3423,17,3423,0,114
임학지하차도앞사거리,41288,2561,11,2561,11,0,85
입구지,35300,48,3,48,3,0,1
입구지,35751,0,35,0,35,0,1
입구지입구,35477,29,80,29,80,0,3
입구지입구,35478,46,8,46,8,0,1
자동차매매단지,11020,287,611,287,611,0,29
자동차매매단지,11021,564,279,564,279,0,28
자동차매매단지,36094,273,5048,273,5048,0,177
자동차매매단지,37459,3744,238,3744,238,0,132
자연사박물관,43451,2,3,2,3,0,0
자연사박물관,43667,21,14,20,14,1,1
자이금호힐스테이트,42849,384,5031,382,5031,2,180
자이금호힐스테이트,42850,3711,412,3704,412,7,137
자이더테라스1단지,89297,1307,702,1307,702,0,66
자이더테라스1단지,89298,781,1376,781,1376,0,71
자이더테라스2단지,42864,1841,2673,1841,2673,0,150
자이더테라스2단지,42871,2884,1438,2884,1438,0,144
자이더테라스2단지(209동),89460,673,1144,673,1144,0,60
자이더테라스2단지(209동),89495,90,657,90,657,0,24
작은구월사거리,39239,4966,5659,4966,5659,0,354
작은구월사거리,39240,5985,6114,5982,6114,3,403
작전1동주민센터,41113,15923,8457,15922,8457,1,812
작전동삼성홈플러스,41044,16456,27560,16447,27560,9,1467
작전동삼성홈플러스,41050,18452,9100,18401,9100,51,918
작전동풍림아파트,41090,259,956,259,956,0,40
작전서운동행정복지센터,41103,533,2299,533,2299,0,94
작전서운동행정복지센터,41104,2216,537,2216,537,0,91
작전역,41561,10604,7848,10604,7848,0,615
작전역,41562,8565,9268,8565,9268,0,594
작전역 서해그랑블,41047,2591,2567,2589,2567,2,171
작전역 서해그랑블,41414,1223,3076,1223,3076,0,143
작전역1번출구,41095,13788,15816,13788,15816,0,986
작전역2번출구,41092,5037,6695,5037,6695,0,391
작전역3번출구,41076,9865,4535,9862,4535,3,480
작전역4번출구,41062,14201,29441,14178,29441,23,1454
작전역5번출구,41057,55745,33852,55726,33852,19,2986
작전역6번출구,41433,4689,25872,4688,25872,1,1018
작전역7번출구,41401,23828,6206,23828,6206,0,1001
작전역8번출구,41093,11104,11564,11104,11564,0,755
작전중고.여고앞,41116,3250,3242,3245,3242,5,216
작전초등학교,41127,2994,2619,2972,2619,22,187
작전초등학교,41128,3132,2483,3112,2483,20,187
작전풍림아파트,41080,1065,5704,1065,5704,0,225
작전풍림아파트,41091,7179,3102,7179,3102,0,342
잔다리삼거리,35519,76,42,71,42,5,3
잔다리삼거리,35559,14,48,14,48,0,2
잔다리삼거리,35856,1,20,1,20,0,0
잔다리삼거리,35857,34,2,34,2,0,1
잔다리새마을,35866,15,74,15,74,0,2
잔다리새마을,35867,55,152,55,152,0,6
잔솔밭,43943,41,38,39,38,2,2
잔솔밭,43944,0,1,0,1,0,0
잠진도삼거리,35743,72,6,72,6,0,2
잠진도삼거리,35744,8,237,8,237,0,8
잠진도입구,35749,14,117,14,117,0,4
잠진도입구,35750,50,42,50,42,0,3
장경리공영주차장,44141,10,13,10,13,0,0
장경리해수욕장,44092,14,19,14,19,0,1
장곡.고촌고등학교,80066,338,137,338,137,0,15
장곡.고촌고등학교,80288,62,72,62,72,0,4
장곶돈대,43931,27,20,27,20,0,1
장곶돈대,43932,18,21,18,21,0,1
장곶횟집,43118,18,3,16,3,2,0
장곶횟집,43478,9,26,9,26,0,1
장구란,90349,1,3,1,3,0,0
장구란,90354,12,7,9,7,3,0
장기동,41345,577,32,577,32,0,20
장기동,41346,74,2494,74,2494,0,85
장기동,41347,3220,14898,3220,14898,0,603
장기동,41348,17518,3609,17518,3609,0,704
장기본동행정복지센터,35204,314,538,314,538,0,28
장기본동행정복지센터.성창.에일린의뜰,35206,374,398,374,398,0,25
장기사거리.수정마을,35211,457,1020,457,1020,0,49
장도초등학교,39127,365,534,365,534,0,29
장도초등학교,39129,1971,836,1971,836,0,93
장릉입구,80046,11,153,11,153,0,5
장릉입구,80047,231,10,231,10,0,8
장미아파트,37044,6921,8868,6921,8868,0,526
장미아파트,37092,20435,10402,20416,10402,19,1027
장미아파트,37094,10674,14941,10664,14941,10,853
장미아파트(19동)앞,37474,3487,3055,3487,3055,0,218
장미아파트(19동)앞,37540,2672,5008,2672,5008,0,256
장서초등학교,39965,3655,720,3655,720,0,145
장서초등학교,39966,1029,5307,1029,5307,0,211
장수.서창동행정복지센터,39580,4511,8587,4511,8587,0,436
장수.서창동행정복지센터,39581,8503,2038,8503,2038,0,351
장수공영차고지,39566,1510,261,1204,261,306,59
장수공영차고지,92064,47,252,3,252,44,9
장수교,39336,720,595,720,595,0,43
장수교(서창동입구),39337,309,1239,309,1239,0,51
장수동,39373,754,2227,754,2227,0,99
장수동,39391,1025,1253,1025,1253,0,75
장수동,39393,4361,5753,4361,5753,0,337
장수빌라,39577,798,1977,798,1977,0,92
장수사거리,39389,12067,3550,12067,3550,0,520
장수사거리,39397,270,3890,270,3890,0,138
장수사거리,39501,2965,7810,2965,7810,0,359
장수사거리,39542,6244,433,6244,433,0,222
장수주공(청소년수련원),39417,63,3699,63,3699,0,125
장수주공(청소년수련원),39424,4448,88,4448,88,0,151
장수초등학교,39342,2535,1568,2535,1568,0,136
장수초등학교,39352,1002,2107,1002,2107,0,103
장수파출소,39543,58,1331,58,1331,0,46
장승마루,90028,0,24,0,24,0,0
장승마루,90029,11,0,11,0,0,0
장승마을,43200,0,61,0,61,0,2
장승마을,43714,75,0,73,0,2,2
장승백이시장,39280,3768,1582,3768,1582,0,178
장승백이시장,39282,743,3959,743,3959,0,156
장아초등학교,39873,1121,660,1121,660,0,59
장아초등학교,39874,278,1637,278,1637,0,63
장안,43418,26,39,26,39,0,2
장안,43445,67,28,66,28,1,3
장안마을,43133,6,0,6,0,0,0
장안마을,43855,0,11,0,11,0,0
장안말(구초지분교)입구,90083,94,138,94,138,0,7
장안말(구초지분교)입구,90084,127,127,127,127,0,8
장안말(온천스파),43144,20,21,20,21,0,1
장안말(온천스파),43253,54,11,54,11,0,2
장안말(온천스파),43892,3,7,3,7,0,0
장안사거리,37285,16022,4061,16020,4061,2,669
장안사거리,37295,5318,19257,5317,19257,1,819
장안촌동쪽,43933,5,21,5,21,0,0
장암마을,90155,91,77,90,77,1,5
장암마을,90156,43,18,43,18,0,2
장애인복지관,37249,2606,2949,2600,2949,6,185
장애인종합복지관,43627,1,5,1,5,0,0
장인가구,39706,289,140,289,140,0,14
장자말,43142,15,30,15,30,0,1
장자말,43257,52,0,51,0,1,1
장자촌,43141,15,0,14,0,1,0
장자촌,43255,0,1,0,1,0,0
장전,43415,31,4,31,4,0,1
장전,43500,0,9,0,9,0,0
장정2리마을회관,43665,0,75,0,75,0,2
장정2리마을회관,43693,109,1,107,1,2,3
장지포,90238,0,10,0,10,0,0
장지포,90239,22,7,22,7,0,0
장천사거리,37282,2213,2752,2213,2752,0,165
장천사거리,37610,265,1402,265,1402,0,55
장천사거리,37651,465,1359,465,1359,0,60
장촌길 입구,90379,10,4,10,4,0,0
장촌길 입구,90382,9,5,9,5,0,0
장촌마을,35475,184,16,182,16,2,6
장촌마을,35476,13,200,11,200,2,7
장촌빌라,35321,212,16,211,16,1,7
장촌빌라,35397,10,145,10,145,0,5
장하,43184,5,36,5,36,0,1
장하,43204,33,2,33,2,0,1
장화교회앞,43121,18,37,16,37,2,1
장화교회앞,43539,49,14,45,14,4,2
장화리학생수련원,43426,52,46,52,46,0,3
장화리학생수련원,43474,20,13,20,13,0,1
장흥낚시터,43211,12,12,12,12,0,0
장흥낚시터,43890,3,0,3,0,0,0
장흥리종점,43643,28,27,27,27,1,1
장흥리종점,43888,27,13,27,13,0,1
장흥매점,43641,7,4,7,4,0,0
장흥매점,43891,0,9,0,9,0,0
장흥삼거리,43153,27,22,24,22,3,1
장흥삼거리,43881,33,26,33,26,0,1
장흥저수지(성공회.해든뮤지움),90081,217,175,217,175,0,13
장흥저수지(성공회.해든뮤지움),90082,103,168,103,168,0,9
재능대·한국외대 송도캠퍼스,38754,409,1,409,1,0,13
재능대·한국외대 송도캠퍼스,38755,15,2755,15,2755,0,92
재능대학교서문,36058,18781,25496,18751,25496,30,1475
재능대학교서문,36119,11756,12326,11735,12326,21,802
재활용품수집장,43165,0,13,0,13,0,0
저수지관리소,43264,21,1,21,1,0,0
저수지휴게소,43567,6,37,6,37,0,1
저수지휴게소,43763,0,3,0,3,0,0
적두마을(월곳교회),43190,28,0,27,0,1,0
적두마을(월곳교회),43709,1,44,1,44,0,1
적석사입구,43348,4,103,4,103,0,3
적석사입구,43847,120,4,118,4,2,4
전동교회,35199,7303,4621,7303,4621,0,397
